Year,Country / territory of asylum/residence,Origin,Population type,Value
2017,Belgium,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),50
2017,Belgium,Belarus,Refugees (incl. refugee-like situations),41
2017,Belgium,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),*
2017,Belgium,Bhutan,Refugees (incl. refugee-like situations),*
2017,Belgium,Central African Rep.,Refugees (incl. refugee-like situations),41
2017,Belgium,Chile,Refugees (incl. refugee-like situations),48
2017,Belgium,China,Refugees (incl. refugee-like situations),1197
2017,Belgium,Côte d'Ivoire,Refugees (incl. refugee-like situations),153
2017,Belgium,Cameroon,Refugees (incl. refugee-like situations),404
2017,Belgium,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),1015
2017,Belgium,Congo,Refugees (incl. refugee-like situations),31
2017,Belgium,Colombia,Refugees (incl. refugee-like situations),33
2017,Belgium,Cuba,Refugees (incl. refugee-like situations),8
2017,Belgium,Czech Rep.,Refugees (incl. refugee-like situations),6
2017,Belgium,Germany,Refugees (incl. refugee-like situations),*
2017,Belgium,Djibouti,Refugees (incl. refugee-like situations),267
2017,Belgium,Dominican Rep.,Refugees (incl. refugee-like situations),*
2017,Belgium,Algeria,Refugees (incl. refugee-like situations),46
2017,Belgium,Egypt,Refugees (incl. refugee-like situations),50
2017,Belgium,Eritrea,Refugees (incl. refugee-like situations),1000
2017,Belgium,Spain,Refugees (incl. refugee-like situations),*
2017,Belgium,Ethiopia,Refugees (incl. refugee-like situations),121
2017,Belgium,Gabon,Refugees (incl. refugee-like situations),16
2017,Belgium,Georgia,Refugees (incl. refugee-like situations),49
2017,Belgium,Ghana,Refugees (incl. refugee-like situations),36
2017,Belgium,Guinea,Refugees (incl. refugee-like situations),2690
2017,Belgium,Gambia,Refugees (incl. refugee-like situations),15
2017,Belgium,Guinea-Bissau,Refugees (incl. refugee-like situations),11
2017,Belgium,Guatemala,Refugees (incl. refugee-like situations),6
2017,Belgium,Guyana,Refugees (incl. refugee-like situations),*
2017,Belgium,Croatia,Refugees (incl. refugee-like situations),5
2017,Belgium,Haiti,Refugees (incl. refugee-like situations),*
2017,Belgium,Hungary,Refugees (incl. refugee-like situations),49
2017,Belgium,India,Refugees (incl. refugee-like situations),20
2017,Belgium,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),960
2017,Belgium,Iraq,Refugees (incl. refugee-like situations),4000
2017,Belgium,Israel,Refugees (incl. refugee-like situations),13
2017,Belgium,Jamaica,Refugees (incl. refugee-like situations),*
2017,Belgium,Jordan,Refugees (incl. refugee-like situations),24
2017,Belgium,Kazakhstan,Refugees (incl. refugee-like situations),38
2017,Belgium,Kenya,Refugees (incl. refugee-like situations),22
2017,Belgium,Kyrgyzstan,Refugees (incl. refugee-like situations),64
2017,Belgium,Cambodia,Refugees (incl. refugee-like situations),8
2017,Belgium,Kuwait,Refugees (incl. refugee-like situations),7
2017,Belgium,Lao People's Dem. Rep.,Refugees (incl. refugee-like situations),13
2017,Belgium,Lebanon,Refugees (incl. refugee-like situations),99
2017,Belgium,Liberia,Refugees (incl. refugee-like situations),15
2017,Belgium,Libya,Refugees (incl. refugee-like situations),60
2017,Belgium,Sri Lanka,Refugees (incl. refugee-like situations),394
2017,Belgium,Lithuania,Refugees (incl. refugee-like situations),7
2017,Belgium,Latvia,Refugees (incl. refugee-like situations),*
2017,Belgium,Morocco,Refugees (incl. refugee-like situations),70
2017,Belgium,Rep. of Moldova,Refugees (incl. refugee-like situations),*
2017,Belgium,Madagascar,Refugees (incl. refugee-like situations),*
2017,Belgium,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),113
2017,Belgium,Mali,Refugees (incl. refugee-like situations),61
2017,Belgium,Myanmar,Refugees (incl. refugee-like situations),9
2017,Belgium,Mauritania,Refugees (incl. refugee-like situations),206
2017,Belgium,Namibia,Refugees (incl. refugee-like situations),*
2017,Belgium,Niger,Refugees (incl. refugee-like situations),91
2017,Belgium,Nigeria,Refugees (incl. refugee-like situations),43
2017,Belgium,Nepal,Refugees (incl. refugee-like situations),13
2017,Belgium,Pakistan,Refugees (incl. refugee-like situations),222
2017,Belgium,Peru,Refugees (incl. refugee-like situations),*
2017,Belgium,Poland,Refugees (incl. refugee-like situations),154
2017,Belgium,Dem. People's Rep. of Korea,Refugees (incl. refugee-like situations),36
2017,Belgium,Palestinian,Refugees (incl. refugee-like situations),117
2017,Belgium,Romania,Refugees (incl. refugee-like situations),38
2017,Belgium,Russian Federation,Refugees (incl. refugee-like situations),2558
2017,Belgium,Rwanda,Refugees (incl. refugee-like situations),803
2017,Belgium,Saudi Arabia,Refugees (incl. refugee-like situations),*
2017,Belgium,Sudan,Refugees (incl. refugee-like situations),174
2017,Belgium,Senegal,Refugees (incl. refugee-like situations),435
2017,Belgium,Sierra Leone,Refugees (incl. refugee-like situations),26
2017,Belgium,El Salvador,Refugees (incl. refugee-like situations),7
2017,Belgium,Somalia,Refugees (incl. refugee-like situations),1280
2017,Belgium,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),155
2017,Belgium,South Sudan,Refugees (incl. refugee-like situations),*
2017,Belgium,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9080
2017,Belgium,Chad,Refugees (incl. refugee-like situations),34
2017,Belgium,Togo,Refugees (incl. refugee-like situations),176
2017,Belgium,Tajikistan,Refugees (incl. refugee-like situations),10
2017,Belgium,Turkmenistan,Refugees (incl. refugee-like situations),*
2017,Belgium,Tunisia,Refugees (incl. refugee-like situations),37
2017,Belgium,Turkey,Refugees (incl. refugee-like situations),587
2017,Belgium,United Rep. of Tanzania,Refugees (incl. refugee-like situations),50
2017,Belgium,Uganda,Refugees (incl. refugee-like situations),20
2017,Belgium,Ukraine,Refugees (incl. refugee-like situations),166
2017,Belgium,Uruguay,Refugees (incl. refugee-like situations),*
2017,Belgium,Uzbekistan,Refugees (incl. refugee-like situations),32
2017,Belgium,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),6
2017,Belgium,Viet Nam,Refugees (incl. refugee-like situations),40
2017,Belgium,Various/Unknown,Refugees (incl. refugee-like situations),7503
2017,Belgium,Yemen,Refugees (incl. refugee-like situations),24
2017,Belgium,South Africa,Refugees (incl. refugee-like situations),*
2017,Belgium,Zambia,Refugees (incl. refugee-like situations),*
2017,Belgium,Zimbabwe,Refugees (incl. refugee-like situations),*
2017,Benin,Burundi,Refugees (incl. refugee-like situations),5
2017,Benin,Central African Rep.,Refugees (incl. refugee-like situations),848
2017,Benin,Côte d'Ivoire,Refugees (incl. refugee-like situations),162
2017,Benin,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),7
2017,Benin,Eritrea,Refugees (incl. refugee-like situations),*
2017,Benin,Haiti,Refugees (incl. refugee-like situations),*
2017,Benin,Iraq,Refugees (incl. refugee-like situations),*
2017,Benin,Sri Lanka,Refugees (incl. refugee-like situations),7
2017,Benin,Mali,Refugees (incl. refugee-like situations),5
2017,Benin,Nigeria,Refugees (incl. refugee-like situations),*
2017,Benin,Pakistan,Refugees (incl. refugee-like situations),5
2017,Benin,Sudan,Refugees (incl. refugee-like situations),*
2017,Benin,Somalia,Refugees (incl. refugee-like situations),*
2017,Benin,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2017,Benin,Chad,Refugees (incl. refugee-like situations),*
2017,Benin,Turkey,Refugees (incl. refugee-like situations),5
2017,Burkina Faso,Burundi,Refugees (incl. refugee-like situations),30
2017,Burkina Faso,Central African Rep.,Refugees (incl. refugee-like situations),167
2017,Burkina Faso,Côte d'Ivoire,Refugees (incl. refugee-like situations),*
2017,Burkina Faso,Cameroon,Refugees (incl. refugee-like situations),6
2017,Burkina Faso,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),33
2017,Burkina Faso,Congo,Refugees (incl. refugee-like situations),26
2017,Burkina Faso,Mali,Refugees (incl. refugee-like situations),23766
2017,Burkina Faso,Pakistan,Refugees (incl. refugee-like situations),*
2017,Burkina Faso,Rwanda,Refugees (incl. refugee-like situations),23
2017,Burkina Faso,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2017,Burkina Faso,Chad,Refugees (incl. refugee-like situations),82
2017,Burkina Faso,Togo,Refugees (incl. refugee-like situations),14
2017,Burkina Faso,Turkey,Refugees (incl. refugee-like situations),*
2017,Bangladesh,Côte d'Ivoire,Refugees (incl. refugee-like situations),*
2017,Bangladesh,Iraq,Refugees (incl. refugee-like situations),*
2017,Bangladesh,Myanmar,Refugees (incl. refugee-like situations),932204
2017,Bangladesh,Palestinian,Refugees (incl. refugee-like situations),*
2017,Bangladesh,Sudan,Refugees (incl. refugee-like situations),*
2017,Bangladesh,Somalia,Refugees (incl. refugee-like situations),5
2017,Bangladesh,Yemen,Refugees (incl. refugee-like situations),*
2017,Bulgaria,Afghanistan,Refugees (incl. refugee-like situations),169
2017,Bulgaria,United Arab Emirates,Refugees (incl. refugee-like situations),*
2017,Bulgaria,Armenia,Refugees (incl. refugee-like situations),15
2017,Bulgaria,Burundi,Refugees (incl. refugee-like situations),*
2017,Bulgaria,Bangladesh,Refugees (incl. refugee-like situations),8
2017,Bulgaria,Côte d'Ivoire,Refugees (incl. refugee-like situations),*
2017,Bulgaria,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),*
2017,Bulgaria,Congo,Refugees (incl. refugee-like situations),8
2017,Bulgaria,Cuba,Refugees (incl. refugee-like situations),*
2017,Bulgaria,Algeria,Refugees (incl. refugee-like situations),*
2017,Bulgaria,Egypt,Refugees (incl. refugee-like situations),8
2017,Bulgaria,Eritrea,Refugees (incl. refugee-like situations),*
2017,Bulgaria,Ethiopia,Refugees (incl. refugee-like situations),13
2017,Bulgaria,Georgia,Refugees (incl. refugee-like situations),*
2017,Bulgaria,Guinea,Refugees (incl. refugee-like situations),*
2017,Bulgaria,Gambia,Refugees (incl. refugee-like situations),*
2017,Bulgaria,India,Refugees (incl. refugee-like situations),*
2017,Bulgaria,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),60
2017,Bulgaria,Iraq,Refugees (incl. refugee-like situations),1221
2017,Bulgaria,Jordan,Refugees (incl. refugee-like situations),7
2017,Bulgaria,Lebanon,Refugees (incl. refugee-like situations),23
2017,Bulgaria,Sri Lanka,Refugees (incl. refugee-like situations),*
2017,Bulgaria,Morocco,Refugees (incl. refugee-like situations),*
2017,Bulgaria,Mali,Refugees (incl. refugee-like situations),*
2017,Bulgaria,Pakistan,Refugees (incl. refugee-like situations),12
2017,Bulgaria,Palestinian,Refugees (incl. refugee-like situations),*
2017,Bulgaria,Rwanda,Refugees (incl. refugee-like situations),*
2017,Bulgaria,Sudan,Refugees (incl. refugee-like situations),16
2017,Bulgaria,Singapore,Refugees (incl. refugee-like situations),*
2017,Bulgaria,Somalia,Refugees (incl. refugee-like situations),50
2017,Bulgaria,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),*
2017,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),16549
2017,Bulgaria,Tunisia,Refugees (incl. refugee-like situations),*
2017,Bulgaria,Turkey,Refugees (incl. refugee-like situations),12
2017,Bulgaria,United Rep. of Tanzania,Refugees (incl. refugee-like situations),*
2017,Bulgaria,Uganda,Refugees (incl. refugee-like situations),*
2017,Bulgaria,Ukraine,Refugees (incl. refugee-like situations),*
2017,Bulgaria,Stateless,Refugees (incl. refugee-like situations),959
2017,Bulgaria,Yemen,Refugees (incl. refugee-like situations),11
2017,Bulgaria,Zambia,Refugees (incl. refugee-like situations),*
2017,Bahrain,Iraq,Refugees (incl. refugee-like situations),246
2017,Bahrain,Pakistan,Refugees (incl. refugee-like situations),*
2017,Bahrain,Yemen,Refugees (incl. refugee-like situations),9
2017,Bahamas,China,Refugees (incl. refugee-like situations),*
2017,Bahamas,Cuba,Refugees (incl. refugee-like situations),8
2017,Bahamas,Eritrea,Refugees (incl. refugee-like situations),*
2017,Bahamas,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),*
2017,Bahamas,Nigeria,Refugees (incl. refugee-like situations),*
2017,Bosnia and Herzegovina,Cameroon,Refugees (incl. refugee-like situations),*
2017,Bosnia and Herzegovina,Algeria,Refugees (incl. refugee-like situations),*
2017,Bosnia and Herzegovina,Egypt,Refugees (incl. refugee-like situations),*
2017,Bosnia and Herzegovina,Croatia,Refugees (incl. refugee-like situations),5120
2017,Bosnia and Herzegovina,Iraq,Refugees (incl. refugee-like situations),*
2017,Bosnia and Herzegovina,Rep. of Moldova,Refugees (incl. refugee-like situations),*
2017,Bosnia and Herzegovina,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),*
2017,Bosnia and Herzegovina,Montenegro,Refugees (incl. refugee-like situations),*
2017,Bosnia and Herzegovina,Pakistan,Refugees (incl. refugee-like situations),*
2017,Bosnia and Herzegovina,Palestinian,Refugees (incl. refugee-like situations),*
2017,Bosnia and Herzegovina,Saudi Arabia,Refugees (incl. refugee-like situations),*
2017,Bosnia and Herzegovina,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),69
2017,Bosnia and Herzegovina,Syrian Arab Rep.,Refugees (incl. refugee-like situations),15
2017,Bosnia and Herzegovina,Turkey,Refugees (incl. refugee-like situations),5
2017,Belarus,Afghanistan,Refugees (incl. refugee-like situations),209
2017,Belarus,Armenia,Refugees (incl. refugee-like situations),*
2017,Belarus,Azerbaijan,Refugees (incl. refugee-like situations),5
2017,Belarus,Egypt,Refugees (incl. refugee-like situations),5
2017,Belarus,Eritrea,Refugees (incl. refugee-like situations),*
2017,Belarus,Ethiopia,Refugees (incl. refugee-like situations),5
2017,Belarus,Georgia,Refugees (incl. refugee-like situations),59
2017,Belarus,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),5
2017,Belarus,Iraq,Refugees (incl. refugee-like situations),13
2017,Belarus,Kazakhstan,Refugees (incl. refugee-like situations),*
2017,Belarus,Kyrgyzstan,Refugees (incl. refugee-like situations),*
2017,Belarus,Lebanon,Refugees (incl. refugee-like situations),*
2017,Belarus,Liberia,Refugees (incl. refugee-like situations),*
2017,Belarus,Libya,Refugees (incl. refugee-like situations),9
2017,Belarus,Palestinian,Refugees (incl. refugee-like situations),*
2017,Belarus,Rwanda,Refugees (incl. refugee-like situations),*
2017,Belarus,Somalia,Refugees (incl. refugee-like situations),*
2017,Belarus,Syrian Arab Rep.,Refugees (incl. refugee-like situations),87
2017,Belarus,Tajikistan,Refugees (incl. refugee-like situations),12
2017,Belarus,Ukraine,Refugees (incl. refugee-like situations),1694
2017,Belarus,Yemen,Refugees (incl. refugee-like situations),42
2017,Bolivia (Plurinational State of),Angola,Refugees (incl. refugee-like situations),*
2017,Bolivia (Plurinational State of),Chile,Refugees (incl. refugee-like situations),8
2017,Bolivia (Plurinational State of),Côte d'Ivoire,Refugees (incl. refugee-like situations),*
2017,Bolivia (Plurinational State of),Cameroon,Refugees (incl. refugee-like situations),*
